PcHyp_1	PcHyp_2	PcHyp_3	LaPc18_1	LaPc18_2	LaPc18_3	LaPc30_1	LaPc30_2	LaPc30_3	LaPc48_1	LaPc48_2	LaPc48_3
IUM83_15558	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15559	6	7	8	0	1	0	0	1	0	0	0	0
IUM83_15560	148	170	133	0	0	0	0	0	1	14	13	6
IUM83_15561	93	106	126	0	0	0	0	0	0	22	7	4
IUM83_15562	3	3	1	0	0	0	0	0	0	2	4	0
IUM83_15563	4	0	0	0	0	0	0	0	0	0	0	0
IUM83_15564	0	0	1	0	0	0	0	0	0	0	0	0
IUM83_15565	4	7	12	0	0	0	0	0	0	2	1	0
IUM83_15566	2	1	4	0	0	0	1	1	0	0	2	1
IUM83_15567	3	0	4	0	0	0	1	0	1	1	0	0
IUM83_15568	484	437	495	29	41	14	223	135	76	163	308	170
IUM83_15569	813	716	855	1	11	2	60	47	12	152	209	170
IUM83_15570	242	184	201	0	0	0	2	7	6	41	59	22
IUM83_15571	511	390	533	9	9	0	34	31	22	29	71	62
IUM83_15572	7109	5945	7625	64	80	34	614	825	300	1093	1818	1476
IUM83_15573	264	234	312	0	0	0	1	0	0	5	25	24
IUM83_15574	147	93	117	0	0	0	0	1	0	6	6	4
IUM83_15575	2282	1756	1989	243	330	125	1101	799	538	637	974	689
IUM83_15576	1898	2550	1948	8	34	12	138	194	42	459	701	498
IUM83_15577	239	156	171	0	0	0	0	1	0	4	5	8
IUM83_15578	979	874	858	1	7	0	23	65	13	112	209	186
IUM83_15579	2762	2356	2698	12	18	7	153	165	73	369	529	369
IUM83_15580	72	57	67	0	0	0	0	0	0	3	5	8
IUM83_15581	69	74	84	4	30	3	51	55	12	64	71	98
IUM83_15582	1897	1935	2530	14	32	12	269	245	89	598	987	1000
IUM83_15583	4137	3805	5310	303	402	108	2018	1452	806	1145	1884	1503
IUM83_15584	3295	2787	2925	31	28	19	249	281	106	615	712	478
IUM83_15585	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15586	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15587	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15588	1199	1024	924	6	7	2	24	46	15	132	153	93
IUM83_15589	445	468	380	0	6	2	10	73	13	297	339	191
IUM83_15590	1252	1084	1212	13	13	6	94	107	47	164	292	222
IUM83_15591	16984	16316	16422	838	1279	400	5682	4874	2369	8129	11703	7907
IUM83_15592	624	413	473	4	18	5	70	34	28	68	73	64
IUM83_15593	808	792	911	39	85	21	332	295	181	152	253	309
IUM83_15594	1675	1609	2073	0	6	0	628	530	190	541	952	930
IUM83_15595	18	9	15	0	0	0	0	0	0	0	0	1
IUM83_15596	998	779	1060	0	0	0	26	19	4	129	265	298
IUM83_15597	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15598	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15599	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15600	0	0	2	0	0	0	0	0	0	0	0	0
IUM83_15601	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15602	12	21	9	0	0	0	0	0	1	0	3	0
IUM83_15603	32	13	22	0	2	1	0	4	0	3	10	0
IUM83_15604	328	283	292	1	2	0	3	11	1	27	69	31
IUM83_15605	89	93	78	0	0	2	16	24	3	38	41	25
IUM83_15606	176	147	195	5	15	5	49	43	10	29	62	40
IUM83_15607	1473	1248	1194	20	30	8	254	216	78	316	505	359
IUM83_15608	188	210	173	0	3	2	24	23	10	23	75	29
IUM83_15609	332	255	214	7	8	1	46	42	16	99	128	54
IUM83_15610	81	88	56	2	2	2	34	21	18	95	202	43
IUM83_15611	413	306	326	0	4	0	9	10	3	32	54	33
IUM83_15612	601	486	582	10	16	5	59	40	22	69	134	72
IUM83_15613	944	557	591	0	1	0	3	6	2	33	53	22
IUM83_15614	206	233	290	3	1	0	19	13	11	13	46	49
IUM83_15615	321	375	418	0	0	0	0	0	0	17	59	64
IUM83_15616	190	197	189	4	3	1	19	17	12	23	40	41
IUM83_15617	11	9	9	0	0	0	0	0	0	0	3	1
IUM83_15618	300	229	303	1	4	1	13	25	15	41	54	58
IUM83_15619	213	188	197	2	1	3	20	18	13	36	33	44
IUM83_15620	26	33	26	0	0	0	0	0	0	1	4	0
IUM83_15621	537	505	575	2	11	1	44	37	22	69	92	43
IUM83_15622	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15623	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15624	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15625	4621	4084	4919	159	216	53	1918	1476	804	1131	2082	1786
IUM83_15626	2	1	1	0	0	0	1	0	0	0	0	1
IUM83_15627	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15628	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15629	3	13	12	0	0	0	1	2	0	6	3	5
IUM83_15630	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15631	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15632	72	71	79	0	0	0	0	0	0	4	0	3
IUM83_15633	99	100	113	0	0	0	10	4	3	14	31	9
IUM83_15634	121	85	79	0	0	0	1	2	1	8	8	8
IUM83_15635	3	0	2	108	134	65	215	139	144	127	57	97
IUM83_15636	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15637	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15638	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15639	810	561	743	3	3	1	38	51	16	74	154	113
IUM83_15640	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15641	5338	5347	5213	88	107	37	627	548	284	918	1247	977
IUM83_15642	283	308	384	0	0	0	0	0	0	24	44	44
IUM83_15643	4158	3640	4214	0	4	2	150	248	47	886	1122	772
IUM83_15644	1	0	0	0	0	0	0	0	0	0	1	0
IUM83_15645	283	222	272	0	0	0	0	0	0	11	37	64
IUM83_15646	3048	1949	2347	14	30	13	179	143	49	503	507	387
IUM83_15647	121	59	58	0	0	0	1	0	0	5	1	3
IUM83_15648	780	700	801	1	2	0	14	42	7	82	156	82
IUM83_15649	2	2	0	0	0	0	0	0	0	0	2	0
IUM83_15650	2397	1724	2405	16	22	12	137	154	70	265	423	369
IUM83_15651	74	97	139	11	24	12	66	39	29	36	36	19
IUM83_15652	0	2	0	0	0	0	0	0	0	0	0	0
IUM83_15653	397	358	437	19	28	7	109	79	44	87	115	105
IUM83_15654	6	11	1	35	43	4	342	261	174	257	286	353
IUM83_15655	189	165	230	0	0	2	0	3	1	12	34	47
IUM83_15656	18	13	22	0	0	0	0	0	0	0	0	2
IUM83_15657	271	293	227	1	6	3	40	15	7	44	58	40
IUM83_15658	1148	1054	1142	15	26	3	105	100	31	161	234	161
IUM83_15659	2022	1707	1958	33	40	7	246	213	116	240	404	358
IUM83_15660	25	34	42	0	0	0	0	0	0	0	10	0
IUM83_15661	55	38	48	0	0	0	3	0	0	2	3	5
IUM83_15662	6	6	4	0	0	0	0	0	0	0	0	0
IUM83_15663	1412	931	2106	0	0	1	34	47	9	123	277	109
IUM83_15664	1554	1050	1934	3	1	0	32	33	18	81	285	80
IUM83_15665	210	136	218	0	0	0	0	6	0	8	23	14
IUM83_15666	6	1	6	0	1	2	8	13	3	17	25	8
IUM83_15667	2	4	0	0	0	0	0	0	0	0	0	0
IUM83_15668	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15669	2	0	0	0	0	0	0	0	0	0	0	0
IUM83_15670	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15671	1	0	0	0	0	0	0	0	0	0	0	0
IUM83_15672	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15673	15	50	34	0	0	0	1	3	0	0	5	6
IUM83_15674	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15675	4	3	2	0	0	0	0	0	0	0	0	0
IUM83_15676	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15677	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15678	0	1	0	0	0	0	0	0	0	0	0	0
IUM83_15679	12	13	9	0	0	0	1	0	0	0	0	0
IUM83_15680	245	241	213	0	5	2	36	36	13	43	57	55
IUM83_15681	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15682	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15683	134	134	129	0	3	0	19	20	7	53	51	60
IUM83_15684	22	25	26	0	0	0	0	0	0	0	5	4
IUM83_15685	56	72	57	0	0	0	1	0	0	0	6	4
IUM83_15686	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15687	1	1	1	58	57	53	244	121	240	366	171	252
IUM83_15688	8	7	15	0	3	0	6	5	4	8	9	8
IUM83_15689	0	3	2	0	0	0	0	0	0	0	0	0
IUM83_15690	1	4	2	0	0	0	0	0	0	0	0	0
IUM83_15691	17	6	7	0	0	0	9	1	0	0	1	0
IUM83_15692	143	176	120	0	0	0	3	3	1	21	68	35
IUM83_15693	2324	4152	1617	37	70	25	422	389	153	1649	3673	2178
IUM83_15694	1065	874	1046	0	2	1	8	18	7	97	140	96
IUM83_15695	19	14	18	0	0	0	3	0	0	4	8	0
IUM83_15696	69	79	80	0	0	0	4	7	2	3	18	17
IUM83_15697	11	15	16	0	0	0	0	0	0	0	0	0
IUM83_15698	2015	1661	2235	9	21	4	87	72	34	159	265	215
IUM83_15699	1642	1352	1447	15	23	3	142	94	63	199	303	225
IUM83_15700	11	4	3	0	0	1	6	4	2	1	6	5
IUM83_15701	9	1	0	0	0	0	0	1	0	3	3	2
IUM83_15702	41	29	19	0	1	1	2	5	1	12	1	5
IUM83_15703	17	13	4	0	0	0	37	18	2	58	113	61
IUM83_15704	2	0	0	0	0	0	1	0	1	0	0	0
IUM83_15705	1	0	0	0	0	0	0	0	0	0	0	0
IUM83_15706	24	22	26	0	0	0	2	0	0	3	6	6
IUM83_15707	364	338	303	4	4	0	31	31	16	133	218	110
IUM83_15708	132	110	69	0	0	0	4	0	1	3	0	5
IUM83_15709	0	2	3	0	0	0	0	0	0	2	4	1
IUM83_15710	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15711	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15712	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15713	127	213	186	0	8	0	399	390	108	990	2715	2524
IUM83_15714	67	36	50	0	1	0	0	0	0	1	5	5
IUM83_15715	2980	2681	3083	54	113	37	419	328	174	453	605	410
IUM83_15716	2428	2025	2437	5	8	0	66	71	18	303	357	209
IUM83_15717	32	24	36	1	0	0	11	10	1	8	4	5
IUM83_15718	1616	1201	1482	1	3	0	30	39	11	228	220	224
IUM83_15719	1270	5014	896	0	9	0	38	78	12	76	194	115
IUM83_15720	6159	6062	6502	14	26	5	348	397	158	1334	1915	1231
IUM83_15721	344	367	376	3	1	0	27	14	9	53	54	48
IUM83_15722	335	449	354	8	10	2	45	43	23	91	156	122
IUM83_15723	243	433	182	1	4	0	12	18	6	79	116	85
IUM83_15724	125	181	142	0	0	0	12	4	3	21	15	21
IUM83_15725	13	13	27	0	0	0	0	0	0	2	2	3
IUM83_15726	110	67	140	0	0	0	0	0	0	5	7	24
IUM83_15727	1086	945	964	5	6	0	36	44	18	175	205	153
IUM83_15728	144	240	148	3	0	0	14	15	3	7	41	27
IUM83_15729	3821	3046	3185	27	26	9	277	285	117	494	776	600
IUM83_15730	265	455	202	0	4	0	11	35	4	74	109	75
IUM83_15731	183	329	258	4	1	1	21	19	9	56	77	86
IUM83_15732	375	395	359	3	8	3	30	23	6	63	111	73
IUM83_15733	2035	1855	1790	15	14	2	104	96	40	376	430	284
IUM83_15734	1	2	4	0	0	0	0	0	1	0	0	0
IUM83_15735	403	408	391	3	7	2	16	25	8	54	58	26
IUM83_15736	3701	3178	3452	30	53	24	395	359	164	602	847	661
IUM83_15737	334	342	295	0	0	0	0	4	0	10	17	24
IUM83_15738	71	98	126	0	0	0	0	5	1	12	12	14
IUM83_15739	0	1	0	19	16	3	130	131	57	105	126	156
IUM83_15740	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15741	0	0	0	1	0	0	2	1	0	2	2	0
IUM83_15742	0	1	0	0	0	0	0	0	0	0	0	0
IUM83_15743	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15744	583	541	541	3	3	2	19	43	7	70	90	62
IUM83_15745	0	1	0	0	1	0	5	14	6	15	13	24
IUM83_15746	0	0	0	0	8	0	9	12	11	3	6	10
IUM83_15747	3	3	1	3	6	1	36	33	10	14	26	31
IUM83_15748	7	8	9	4	6	2	20	41	9	43	33	41
IUM83_15749	0	0	0	0	0	0	0	0	0	0	0	1
IUM83_15750	0	0	0	0	0	0	7	9	0	40	34	38
IUM83_15751	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15752	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15753	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15754	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15755	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15756	6481	6113	6478	218	365	94	2105	1465	718	2101	3044	3106
IUM83_15757	2925	2783	2611	22	40	11	282	228	100	530	686	502
IUM83_15758	4	1	0	0	3	0	125	188	18	128	125	140
IUM83_15759	193	116	116	0	0	0	83	104	16	74	79	55
IUM83_15760	1	4	8	0	0	0	0	0	0	1	1	0
IUM83_15761	1081	873	1198	9	9	3	44	46	15	112	152	123
IUM83_15762	0	0	4	0	0	0	0	0	0	0	1	0
IUM83_15763	14	15	7	0	1	0	0	0	0	1	2	2
IUM83_15764	6217	4762	4946	30	45	19	323	419	161	907	1406	1091
IUM83_15765	1332	1239	1057	14	22	6	161	190	58	311	419	394
IUM83_15766	2	0	0	0	0	0	0	0	0	1	12	50
IUM83_15767	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15768	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15769	123	171	106	7	0	0	55	58	25	40	74	54
IUM83_15770	27	14	22	0	0	0	0	0	0	2	1	1
IUM83_15771	1	0	0	0	0	0	0	0	0	0	0	0
IUM83_15772	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15773	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15774	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15775	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15776	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15777	100	150	68	0	0	2	0	2	0	12	9	3
IUM83_15778	4966	4172	4922	4	5	2	77	123	35	935	1039	539
IUM83_15779	16	24	8	0	0	0	0	0	0	3	0	0
IUM83_15780	0	0	0	0	0	0	0	2	1	0	0	2
IUM83_15781	55	38	12	40	38	28	214	184	114	179	188	324
IUM83_15782	30	31	14	19	21	2	47	40	16	37	30	44
IUM83_15783	252	286	174	0	2	0	2	2	4	0	7	12
IUM83_15784	41	49	23	33	44	17	205	148	77	136	136	191
IUM83_15785	752	678	733	0	9	4	53	53	17	128	184	136
IUM83_15786	259	267	723	2	8	4	113	84	18	118	198	138
IUM83_15787	2700	2190	2149	3	2	3	78	66	16	228	281	198
IUM83_15788	9816	7269	9121	17	31	1	294	161	102	366	584	420
IUM83_15789	557	463	552	6	5	1	49	75	18	432	418	197
IUM83_15790	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15791	42	36	58	0	0	0	6	16	0	140	147	64
IUM83_15792	74	96	115	0	0	0	7	6	2	29	41	32
IUM83_15793	6	11	14	0	0	0	0	0	0	0	3	2
IUM83_15794	237	219	246	0	3	2	21	30	12	56	63	42
IUM83_15795	662	561	656	8	17	1	53	40	22	88	147	138
IUM83_15796	104	74	65	0	0	0	0	1	0	0	5	4
IUM83_15797	2	1	4	5	8	4	78	53	41	53	60	57
IUM83_15798	129	177	176	1	1	0	14	15	4	34	64	38
IUM83_15799	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15800	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15801	2	0	0	0	0	0	0	0	0	0	0	0
IUM83_15802	7	1	11	0	0	0	15	12	5	41	25	24
IUM83_15803	2	3	0	0	0	0	0	2	0	2	2	0
IUM83_15804	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15805	1569	1147	999	1	1	0	5	2	1	53	124	95
IUM83_15806	109	103	88	10	15	0	179	156	59	113	188	121
IUM83_15807	25	22	14	3	0	0	4	4	1	10	15	25
IUM83_15808	1	0	2	0	0	0	0	0	0	0	2	2
IUM83_15809	206	145	151	2	1	0	5	2	4	16	35	14
IUM83_15810	79	33	59	0	0	0	3	3	1	27	26	20
IUM83_15811	333	174	267	3	1	0	22	22	17	128	165	51
IUM83_15812	72	51	61	0	4	1	10	5	13	7	16	15
IUM83_15813	1187	796	1061	10	17	8	160	201	53	438	727	593
IUM83_15814	91	69	85	1	0	0	5	11	1	21	15	18
IUM83_15815	3	3	0	0	0	0	0	0	0	0	0	0
IUM83_15816	143	157	147	0	0	1	6	9	4	25	29	28
IUM83_15817	120	95	121	2	0	0	6	13	5	15	38	27
IUM83_15818	519	421	533	2	0	1	22	17	1	51	66	66
IUM83_15819	916	808	968	23	27	13	226	118	66	216	312	292
IUM83_15820	52	41	62	0	0	0	1	1	3	9	17	5
IUM83_15821	671	462	621	1	3	4	16	21	12	94	68	74
IUM83_15822	329	164	252	0	1	0	9	21	7	15	34	26
IUM83_15823	510	418	586	0	0	0	9	4	3	77	72	57
IUM83_15824	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15825	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15826	103	71	93	0	0	0	6	10	4	10	18	16
IUM83_15827	1040	670	723	1	0	8	72	112	29	161	276	169
IUM83_15828	51	71	47	0	0	0	4	2	0	5	6	9
IUM83_15829	328	608	298	5	8	3	49	163	26	219	358	207
IUM83_15830	210	205	200	1	12	0	43	29	29	52	82	45
IUM83_15831	774	571	853	1	0	0	84	110	37	285	593	421
IUM83_15832	2107	1761	1888	0	1	0	44	67	24	314	326	296
IUM83_15833	57	45	72	0	0	0	0	0	1	8	11	0
IUM83_15834	140	64	189	0	0	0	2	6	0	4	8	2
IUM83_15835	347	275	393	2	3	1	12	7	5	25	36	33
IUM83_15836	0	0	0	0	0	0	0	0	0	0	0	1
IUM83_15837	3	6	12	0	6	0	9	44	4	41	168	48
IUM83_15838	4	6	6	0	0	0	1	0	0	3	3	10
IUM83_15839	9372	8753	8343	39	78	23	544	497	215	836	1375	1078
IUM83_15840	0	0	2	0	0	0	0	0	0	0	0	0
IUM83_15841	6	5	0	0	7	0	8	28	16	38	134	43
IUM83_15842	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15843	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15844	1	0	0	0	0	0	0	0	0	0	1	2
IUM83_15845	3	1	0	0	0	0	0	0	0	0	0	0
IUM83_15846	47	54	55	0	2	3	7	11	6	23	29	44
IUM83_15847	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15848	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15849	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15850	4892	4494	5102	266	341	126	1754	1286	636	1250	1705	1667
IUM83_15851	997	828	865	5	17	9	122	91	32	171	238	190
IUM83_15852	1975	1939	1910	33	60	21	344	308	135	497	669	661
IUM83_15853	2631	2101	2910	31	53	9	417	304	119	462	733	682
IUM83_15854	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15855	8	14	15	2	1	0	0	2	0	2	1	4
IUM83_15856	2954	2924	3264	69	81	21	427	375	167	563	870	742
IUM83_15857	158	131	163	4	6	3	49	61	27	173	208	132
IUM83_15858	3305	3861	2554	16	24	10	290	219	84	426	534	427
IUM83_15859	1365	1291	1195	15	21	2	93	53	37	118	199	105
IUM83_15860	960	1001	941	62	92	19	294	223	157	343	402	327
IUM83_15861	334	566	213	1	0	0	4	21	0	40	55	34
IUM83_15862	105	89	130	0	0	0	1	0	0	2	4	2
IUM83_15863	1	1	3	0	0	0	0	0	0	0	1	0
IUM83_15864	35	55	25	0	0	0	0	1	0	0	7	3
IUM83_15865	1392	2475	862	2	4	1	13	50	14	252	321	179
IUM83_15866	1550	2107	1521	0	0	0	58	51	12	264	445	279
IUM83_15867	3836	3871	4524	202	303	77	1809	1316	641	1416	2433	2043
IUM83_15868	30	21	15	0	0	0	1	2	0	8	13	4
IUM83_15869	156	153	180	2	5	0	40	34	15	65	74	57
IUM83_15870	978	969	1148	39	43	6	167	122	61	193	244	190
IUM83_15871	54	38	66	0	0	0	0	0	0	3	3	1
IUM83_15872	13	6	5	0	0	0	0	0	0	0	0	1
IUM83_15873	0	0	0	0	0	0	3	8	1	18	8	8
IUM83_15874	453	207	196	4	2	0	13	31	4	43	51	52
IUM83_15875	2	1	8	0	0	0	0	8	0	8	9	17
IUM83_15876	0	0	1	0	0	0	0	0	0	0	0	0
IUM83_15877	1	0	1	14	26	2	49	59	47	27	21	34
IUM83_15878	1	3	0	0	0	0	1	0	0	0	0	0
IUM83_15879	979	774	645	14	22	7	203	188	91	219	419	270
IUM83_15880	355	323	233	3	8	0	251	282	79	345	661	530
IUM83_15881	340	348	407	26	55	17	167	130	103	115	167	136
IUM83_15882	945	871	981	23	29	2	66	80	26	188	219	211
IUM83_15883	1	4	0	0	0	0	0	0	0	0	0	0
IUM83_15884	5153	4702	4477	230	314	81	1821	1307	752	1141	1916	1977
IUM83_15885	977	1267	1387	227	331	103	1199	764	448	753	978	604
IUM83_15886	1766	1488	1600	60	75	25	406	292	158	394	613	520
IUM83_15887	16	15	19	0	0	0	1	0	0	3	5	3
IUM83_15888	50	40	24	1	2	0	1	2	2	4	10	4
IUM83_15889	2218	2059	2325	89	154	42	658	534	274	580	731	667
IUM83_15890	2241	1948	2186	15	15	6	110	111	57	315	424	344
IUM83_15891	2083	1996	2439	35	80	17	223	174	73	189	320	288
IUM83_15892	7564	7626	8544	599	1000	288	4725	3363	1674	3384	5041	4082
IUM83_15893	1047	852	1117	3	2	2	30	58	15	128	165	177
IUM83_15894	673	601	841	46	74	16	321	221	139	209	312	312
IUM83_15895	52185	55349	45391	1245	2048	602	9500	7850	3658	14269	20019	13816
IUM83_15896	2903	2868	2855	63	143	48	682	580	247	850	1106	965
IUM83_15897	269	228	309	15	15	4	222	132	55	152	202	170
IUM83_15898	1142	1040	1135	64	100	30	444	329	168	385	528	429
IUM83_15899	956	826	1161	111	198	71	628	357	220	318	402	338
IUM83_15900	3861	3784	3572	110	165	56	940	641	275	980	1361	1147
IUM83_15901	711	621	561	4	23	11	112	90	33	139	156	177
IUM83_15902	4499	4445	5198	237	299	102	1718	1211	567	1166	1815	1663
IUM83_15903	3349	2310	3060	23	29	13	655	517	179	379	754	987
IUM83_15904	3337	2874	2705	72	104	42	595	570	247	802	1152	993
IUM83_15905	111	176	232	1	0	0	2	26	2	73	158	95
IUM83_15906	2678	2609	3812	707	1052	367	3536	2217	1457	2225	2968	2026
IUM83_15907	32942	33814	31501	1434	2430	768	9542	8467	4009	13541	18473	13122
IUM83_15908	1084	871	900	10	19	5	104	114	39	200	317	271
IUM83_15909	880	743	687	15	27	5	228	122	55	100	191	132
IUM83_15910	2117	1980	2308	44	44	20	282	304	122	244	462	433
IUM83_15911	2609	1898	1617	59	79	38	325	155	130	215	315	248
IUM83_15912	722	598	681	0	7	3	25	24	10	116	143	103
IUM83_15913	3894	3756	3892	38	45	23	378	272	135	379	614	560
IUM83_15914	94	95	42	14	17	6	21	32	9	40	37	21
IUM83_15915	2751	2271	2441	51	78	38	508	399	171	468	765	766
IUM83_15916	95	74	102	1	1	0	4	3	2	18	17	19
IUM83_15917	1399	1206	1921	152	257	76	705	436	267	413	509	401
IUM83_15918	348	358	421	33	49	9	185	90	45	112	162	148
IUM83_15919	741	517	627	9	10	3	45	48	15	79	71	72
IUM83_15920	277	217	218	5	3	0	28	47	21	106	111	70
IUM83_15921	3116	2219	2916	39	40	15	410	343	151	897	986	762
IUM83_15922	16603	14740	18113	1130	1883	582	7235	5406	3012	4754	7675	6171
IUM83_15923	2204	1827	2028	14	16	3	282	274	118	774	871	703
IUM83_15924	3316	3273	3065	9	19	9	135	140	51	402	628	513
IUM83_15925	131	118	155	0	0	0	0	1	3	39	28	19
IUM83_15926	324	277	282	0	0	0	1	4	0	5	21	45
IUM83_15927	523	437	301	4	5	3	50	56	23	99	105	92
IUM83_15928	21	21	34	0	1	0	1	1	0	1	5	2
IUM83_15929	127	148	190	0	0	0	2	4	0	35	57	116
IUM83_15930	977	864	936	27	62	21	182	128	86	162	239	137
IUM83_15931	206	229	220	3	15	7	31	20	9	22	37	28
IUM83_15932	420	475	496	52	92	40	440	269	132	276	356	299
IUM83_15933	464	497	543	15	21	0	78	56	36	110	175	142
IUM83_15934	901	855	838	31	64	13	286	191	121	218	364	366
IUM83_15935	1088	894	989	38	57	9	192	203	84	262	324	260
IUM83_15936	3679	3060	4037	53	68	29	428	357	161	579	894	797
IUM83_15937	906	1028	975	95	150	34	653	390	203	341	483	454
IUM83_15938	148	140	203	0	0	0	7	3	3	12	17	34
IUM83_15939	2333	2137	2140	22	28	11	189	127	64	342	448	382
IUM83_15940	24	28	15	1	0	0	4	0	0	1	4	3
IUM83_15941	2045	2329	2907	70	90	22	480	398	137	540	879	870
IUM83_15942	13837	11709	14831	414	632	160	3380	3023	1330	4068	6630	5362
IUM83_15943	26772	23116	29983	721	1170	346	6401	5214	2429	5992	9823	8199
IUM83_15944	93	118	108	0	0	0	1	2	1	3	9	4
IUM83_15945	667	623	590	17	40	17	142	113	67	107	180	143
IUM83_15946	1658	1518	1460	37	72	36	426	270	191	388	584	563
IUM83_15947	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15948	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15949	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15950	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15951	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15952	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15953	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15954	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15955	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15956	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15957	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15958	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15959	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15960	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15961	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15962	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15963	0	0	0	0	0	0	0	0	0	0	0	0
IUM83_15964	0	0	0	0	0	0	0	0	0	0	0	2
IUM83_15965	822	849	638	0	1	3	4	17	8	173	242	75
IUM83_15966	735	753	892	0	4	0	17	20	8	33	77	56
IUM83_15967	1751	1674	1911	1	5	0	32	34	14	64	105	102
IUM83_15968	6777	6461	7119	2	12	2	88	73	31	212	338	388
IUM83_15969	3794	3799	3418	25	20	9	110	130	54	399	590	538
IUM83_15970	4183	3318	3354	4	4	1	224	228	67	522	887	686
IUM83_15971	288	250	291	1	7	1	36	23	11	29	57	36
IUM83_15972	1752	1279	1243	31	36	20	253	229	103	267	378	321
IUM83_15973	5089	4153	4955	151	191	58	991	745	426	1155	1583	1245
IUM83_15974	65	37	55	7	19	6	494	392	117	786	1716	1650
IUM83_15975	0	0	7	7	9	3	162	156	27	221	409	469
IUM83_15976	17	19	28	1	0	0	1	0	0	0	0	2
IUM83_15977	11643	10026	12196	931	1317	418	5526	3707	2266	3403	5078	4143
IUM83_15978	1379	1297	1324	23	44	14	238	139	65	294	422	407
